ofício,Schreiben
refutação,Widerlegung
asqueroso,widerlich
torpeza,Widerlichkeit
nojento,widerlich
nojoso,widerlich
repugnante,widerlich
sórdido,widerlich
adversário,Widerpart
oponente,Widerpart
usurpação,widerrechtliche Anmaßung
ilegal,widerrechtlich
ilícito,widerrechtlich
retratar,widerrufen
revogar,widerrufen
revogação,Widerrufung
adversária,Widersacherin
oponente,Widersacherin
adversário,Widersacher
oponente,Widersacher
insubordinado,widersetzlich
recalcitrante,widersetzlich
renitente,widersetzlich
repontão,widersetzlich
contrassenso,Widersinn
recalcitrante,widerspenstig
renitente,widerspenstig
teimoso,widerspenstig
espelhar,widerspiegeln
reflectir,widerspiegeln
refletir,widerspiegeln
repercutir,widerspiegeln
retratar,widerspiegeln
reflexão,Widerspiegelung
contradizer,widersprechen
contrariar,widersprechen
contraditório,widersprechend
contraditório,widerspruchsvoll
contestação,Widerspruch
automaquia,Widerspruch in sich
contradição,Widerspruch
contraditório,widersprüchlich
contradição,Widersprüchlichkeit
inconsistência,Widersprüchlichkeit
resistir,Widerstand leisten
resistente,widerstandsfähig
resistência,Widerstandskraft
ohmímetro,Widerstandsmessgerät
resistor,Widerstand
resistência,Widerstand
resistir,widerstehen
colisão,Widerstreit
aversão,Widerwille
cabreiro,widerwillig
hesitante,widerwillig
aversão,Widerwilligkeit
relutante,widerwillig
vacilante,widerwillig
dedicar,widmen
adverso,widrig
Hem?,Wie?
alinhado,wie aus dem Ei gepellt
Como?,Wie bitte?
como,wie
reprocessamento,Wiederaufarbeitung
reconstrução,Wiederaufbau
ressurgimento,Wiederauferstehung
ressurreição,Wiederauferstehung
renascer,wieder aufleben
reassumir,wieder aufnehmen
reatar,wieder aufnehmen
exumar,wieder ausgraben
reanimar,wiederbeleben
ressuscitar,wiederbeleben
revitalizar,wiederbeleben
reanimação,Wiederbelebung
revivificação,Wiederbelebung
devolver,wiederbringen
readquirir,wiedererhalten
recuperar,wiedererhalten
relembrar,wieder erinnern
rememoração,Wiedererinnerung
identificar,wiedererkennen
recobrar,wiedererlangen
reprodução,Wiedergabe
renascer,wiedergeboren werden
renascença,Wiedergeburt
renascimento,Wiedergeburt
recuperação,Wiedergewinnung
compensar,wiedergutmachen
reparação,Wiedergutmachung
ressarcimento,Wiedergutmachung
compensação,Wiedergutmachung
restabelecer,wiederherstellen
restaurar,wiederherstellen
repetir,wiederholen
recapitular,wiederholen
reiteradamente,wiederholt
reiterado,wiederholt
repetidamente,wiederholt
repetido,wiederholt
repeteco,Wiederholung
repetição,Wiederholung
recapitulação,Wiederholung
recorrente,wiederkehrend
recorrentemente,wiederkehrend
retorno,Wiederkehr
retornar,wiederkommen
ruminante,wiederkäuend
ruminar,wiederkäuen
ruminante,Wiederkäuer
novamente,wieder
reencontrar,wiedersehen
rebatizar,wieder taufen
contudo,wiederum
novamente,wiederum
reunificação,Wiedervereinigung
renegociar,wieder verhandeln
ré-negociar,wieder verhandeln
reciclar,wiederverwerten
reutilizar,wiederverwerten
reeleição,Wiederwahl
recuperar-se,wieder zu Kräften kommen
feito,wie
Beleza?,Wie geht's?
balançar,wiegen
embalar,wiegen
pesar,wiegen
berço,Wiege
relinchar,wiehern
rinchar,wiehern
relincho,Wiehern
rincho,Wiehern
naipe,wie
vienense,Wienerin
vienense,Wiener
vienense,Wiener
Viena,Wien
que,wie
quão,wie
incontável,wie Sand am Meer
doninha,Wiesel
campina,Wiese
campo,Wiese
prado,Wiese
relva,Wiese
quantos,wie viele
quanto,wieviel
quanto,wie viel
quanto,wieviel
viking,Wikinger
víquingue,Wikinger
bárbaro,wild
caça,Wildfleisch
inculto,wild
onça,Wildkatze
camurça,Wildleder
bengo,Wildmeerschweinchen
preá,Wildmeerschweinchen
arroz-silvestre,Wildreis
javalina,Wildsau
javali,Wildschwein
selvagem,wild
faroeste,Wildwest
bravio,wild
caça,Wild
Valfredo,Wilfried
Valfrido,Wilfried
Guilherme,Wilhelm
livre-arbítrio,Willensfreiheit
volitivamente,willensmäßig
volitivo,willensmäßig
vontade,Wille
desejoso,willig
bem-vindo,willkommen
arbitrariamente,willkürlich
arbitrário,willkürlich
despoticamente,willkürlich
discricionário,willkürlich
arbitrariedade,Willkürlichkeit
despótico,willkürlich
arbitrariedade,Willkür
abundar,wimmeln
enxamear,wimmeln
fervilhar,wimmeln
formigar,wimmeln
pulular,wimmeln
lamuriar,wimmern
rímel,Wimperntusche
cílio,Wimper
pestana,Wimper
sonho,Windbeutel
fralda,Windel
redemoinho,Windhose
ventoso,windig
aerogerador,Windkraftanlage
catapora,Windpocken
varicela,Windpocken
enviesado,windschief
torcido,windschief
torto,windschief
pára-brisas,Windschutzscheibe
pára-brisa,Windschutzscheibe
rajada,Windstoß
windsurfe,Windsurfen
windsurf,Windsurfen
vento,Wind
cantoneira,Winkel
canto,Winkel
esquadro,Winkel
ângulo,Winkel
acenar,winken
sinal,Wink
ganir,winseln
sobretudo,Wintermantel
hibernar,Winterschlaf halten
hibernação,Winterschlaf
inverno,Winter
vinicultor,Winzer
viticultor,Winzer
diminuto,winzig
minúsculo,winzig
miúdo,winzig
mínimo,winzig
pequenino,winzig
miúdo,Winzling
copa,Wipfel
gangorra,Wippe
vertebral,Wirbel-
invertebrado,Wirbelloser
invertebrado,wirbellos
girar,wirbeln
rodopiar,wirbeln
ciclone,Wirbelsturm
furacão,Wirbelsturm
tufão,Wirbelsturm
coluna,Wirbelsäule
espinha,Wirbelsäule
vertebrado,Wirbeltier
redemoinho,Wirbel
vértebra,Wirbel
vórtice,Wirbel
vamos,wir gehen
agir,wirken
produzir,wirken
Sinceramente!,Wirklich!
Sério?,Wirklich?
efectivo,wirklich
efetivo,wirklich
realidade,Wirklichkeit
real,wirklich
realmente,wirklich
verdadeiramente,wirklich
verdadeiro,wirklich
verídico,wirklich
mesmo,wirklich
efectivamente,wirksam
efectivo,wirksam
efetivamente,wirksam
efetivo,wirksam
eficaz,wirksam
acção,Wirksamkeit
ação,Wirksamkeit
eficiência,Wirksamkeit
eficácia,Wirksamkeit
agente,Wirkstoff
eficiência,Wirkungsgrad
rendimento,Wirkungsgrad
ineficaz,wirkungslos
efectivo,wirkungsvoll
efetivo,wirkungsvoll
eficaz,wirkungsvoll
efeito,Wirkung
impacto,Wirkung
nós,wir
desvairado,wirrköpfig
barafunda,Wirrwarr
bagunça,Wirrwarr
caos,Wirrwarr
desgrenhado,wirr
emaranhado,wirr
enredado,wirr
enrodilhado,wirr
confuso,wirr
couve-lombarda,Wirsing
economicamente,wirtschaftlich
económico,wirtschaftlich
econômico,wirtschaftlich
economia,Wirtschaftlichkeit
poupança,Wirtschaftlichkeit
rentabilidade,Wirtschaftlichkeit
auditor,Wirtschaftsprüfer
economista,Wirtschaftswissenschaftlerin
economista,Wirtschaftswissenschaftler
economia,Wirtschaft
bodega,Wirtshaus
pousada,Wirtshaus
dono,Wirt
moramos,wir wohnen
enxugar,wischen
esfregar,wischen
limpar,wischen
bismuto,Wismuth
bismuto,Wismut
curioso,wissbegierig
ciente,wissend
saber,wissen
cientista,Wissenschaftlerin
cientista,Wissenschaftler
investigador,Wissenschaftler
cientificamente,wissenschaftlich
científico,wissenschaftlich
cientificidade,Wissenschaftlichkeit
epistemologia,Wissenschaftslehre
ciência,Wissenschaft
ciente,wissentlich
conhecimento,Wissen
saber,Wissen
cheirar,wittern
cheirar,wittern
farejar,wittern
viuvez,Witwenstand
viuvez,Witwerstand
viúvo,Witwer
viúva,Witwe
brincalhão,Witzbold
gracejador,Witzbold
gaiato,Witzbold
brincalhão,witzig
chistoso,witzig
divertido,witzig
engraçado,witzig
jocoso,witzig
vívido,witzig
espirituoso,witzig
anedota,Witz
brincadeira,Witz
chiste,Witz
galhofa,Witz
gracejo,Witz
graça,Witz
perspicácia,Witz
piada,Witz
pilhéria,Witz
pulha,Witz
alhures,woanders
como,wobei
fim-de-semana,Wochenende
semanário,Wochenzeitung
semana,Woche
Odin,Wodan
vudu,Wodu
ondear,wogen
vaga,Woge
daonde,woher
donde,woher
aonde,wohin
bem-estar,Wohlbefinden
ileso,wohlbehalten
conhecido,wohlbekannt
popular,wohlbekannt
bem-estar,Wohlergehen
bem-educado,wohlerzogen
bem-intencionado,wohlgesinnt
abastado,wohlhabend
bombado,wohlhabend
endinheirado,wohlhabend
próspero,wohlhabend
rico,wohlhabend
provavelmente,wohl
abundância,Wohlstand
bem-estar,Wohlstand
fortuna,Wohlstand
progresso,Wohlstand
prosperidade,Wohlstand
riqueza,Wohlstand
talvez,wohl
beneficente,wohltätig
benfazejo,wohltätig
benéfico,wohltätig
caridade,Wohltätigkeit
amigável,wohlwollend
benevolente,wohlwollend
benigno,wohlwollend
favorável,wohlwollend
generoso,wohlwollend
simpático,wohlwollend
bem,wohl
felicidade,Wohl
ponderado,wohlüberlegt
ponderado,wohl überlegt
morar,wohnen
residir,wohnen
república,Wohngemeinschaft
moradia,Wohnhaus
casa,Wohnhaus
residência,Wohnhaus
autocaravana,Wohnmobil
motor-home,Wohnmobil
domicílio,Wohnort
habitação,Wohnort
morada,Wohnort
residência,Wohnort
habitação,Wohnraum
domicílio,Wohnsitz
habitação,Wohnsitz
morada,Wohnsitz
residência,Wohnsitz
apartamento,Wohnung
casa,Wohnung
morada,Wohnung
domicílio,Wohnung
habitação,Wohnung
residência,Wohnung
bairro,Wohnviertel
caravana,Wohnwagen
roulote,Wohnwagen
trailer,Wohnwagen
kd,wo ist
tungsténio,Wolfram
tungstênio,Wolfram
volfrâmio,Wolfram
wolfrâmio,Wolfram
robalo,Wolfsbarsch
rafa,Wolfshunger
lobo,Wolf
Volgogrado,Wolgograd
arranha-céus,Wolkenkratzer
arranha-céu,Wolkenkratzer
desanuviado,wolkenlos
limpo,wolkenlos
nuvem,Wolke
nublado,wolkig
querer,wollen
lã,Wolle
cardigã,Wolljacke
novelo,Wollknäuel
luxúria,Wollust
sensual,wollüstig
voluptuoso,wollüstig
conquistador,Womanizer
galanteador,Womanizer
galã,Womanizer
mulherengo,Womanizer
onde,wo
porta-voz,Wortführerin
porta-voz,Wortführer
literal,wortgetreu
eloquente,wortgewaltig
eloqüente,wortgewaltig
articulado,wortgewandt
etimologia,Wortherkunft
teor,Wortlaut
léxico,Wortschatz
vocabulário,Wortschatz
neologismo,Wortschöpfung
trocadilho,Wortspiel
literal,wortwörtlich
palavra,Wort
termo,Wort
Oba!,Wow!
Opa!,Wow!
carcaça,Wrack
farrapo,Wrack
frangalho,Wrack
agiotagem,Wucherei
crescimento,Wuchs
maciço,wuchtig
massivo,wuchtig
pesado,wuchtig
ímpeto,Wucht
gangrena,Wundbrand
doído,wund
admirável,wunderbar
extraordinário,wunderbar
impressionante,wunderbar
maravilhoso,wunderbar
milagroso,wunderbar
miraculoso,wunderbar
charlatão,Wunderheiler
esquisito,wunderlich
estranho,wunderlich
impar,wunderlich
singular,wunderlich
belo,wunderschön
lindo,wunderschön
lindíssimo,wunderschön
maravilhoso,wunderschön
extraordinário,wundervoll
maravilhoso,wundervoll
maravilha,Wunder
milagre,Wunder
ferida,Wunde
ferimento,Wunde
ferido,wund
cicatrização,Wundheilung
desejo,Wunsch
dardo,Wurfspeer
dardo,Wurfspieß
apendicite,Wurmfortsatzentzündung
minhocário,Wurmkomposter
vermífugo,Wurmmittel
larva,Wurm
lombriga,Wurm
verme,Wurm
charcutaria,Wursterei
embutido,Wurst
salsicha,Wurst
estirpe,Wurzelwerk
origem,Wurzel
radical,Wurzel
raiz,Wurzel
caos,Wust
ira,Wut
raiva,Wut
ódio,Wut
guarda,Wächter
guardião,Wächter
posteiro,Wächter
sentinela,Wächter
velador,Wächter
vigia,Wächter
vigilante,Wächter
elegível,wählbar
eleger,wählen
escolher,wählen
optar,wählen
votar,wählen
discar,wählen
marcar,wählen
eleitora,Wählerin
votante,Wählerin
eleitorado,Wählerschaft
eleitor,Wähler
votante,Wähler
entretanto,währenddessen
durante,während
enquanto,während
moeda,Währung
aquecer,wärmen
calor,Wärme
aquecimento,Wärmung
guardador,Wärter
guarda,Wärter
vigia,Wärter
roupeiro,Wäschekorb
estendal,Wäscheleine
varal,Wäscheleine
lavandaria,Wäscherei
lavadeira,Wäscherin
lavagem,Wäsche
aguado,wässrig
aquoso,wässrig
semanal,wöchentlich
semanalmente,wöchentlich
dicionário,Wörterbuch
textual,wörtlich
textualmente,wörtlich
escavar,wühlen
desejar,wünschen
digno,würdevoll
majestoso,würdevoll
respeitável,würdevoll
cargo,Würde
decoro,Würde
dignidade,Würde
grandeza,Würde
majestade,Würde
digno,würdig
apreciar,würdigen
avaliar,würdigen
estimar,würdigen
honrar,würdigen
grave,würdig
importante,würdig
solene,würdig
sério,würdig
apreciação,Würdigung
cubo,Würfel
dado,Würfel
Wurtzburgo,Würzburg
condimentar,würzen
temperar,würzen
tempero,Würze
feneco,Wüstenfuchs
gerbo,Wüstenspringmaus
desértico,wüstenähnlich
deserto,Wüste
arretado,wütend
brabo,wütend
fulo,wütend
furibundo,wütend
furioso,wütend
invocado,wütend
irado,wütend
exacerbar,wütend machen
puto,wütend
puto,wütend
revoltado,wütend
enfurecer-se,wütend werden
zangar-se,wütend werden
zangado,wütend
xantina,Xanthin
xenônio,Xenon
xénon,Xenon
xenofobia,Xenophobie
csi,Xi
xilema,Xylem
xilofone,Xylofon
xilofone,Xylophon
marina,Yachthafen
iate,Yacht
iaque,Yak
inhame,Yamswurzel
ieti,Yeti
yeti,Yeti
ioga,Yoga
Iocoama,Yokohama
Yokohama,Yokohama
yocto-,Yokto-
yotta-,Yotta-
itérbio,Ytterbium
yttérbio,Ytterbium
ítrio,Yttrium
yuppie,Yuppie
Zacarias,Zacharias
garoupa,Zackenbarsch
teicopsia,Zackensehen
cauteloso,zaghaft
indeciso,zaghaft
tímido,zaghaft
Zagreb,Zagreb
liquidar,zahlen
numérico,zahlenmäßig
pagar,zahlen
saldar,zahlen
abundante,zahlreich
basto,zahlreich
inumerável,zahlreich
muito,zahlreich
numeroso,zahlreich
vencimento,Zahlungsfrist
liquidez,Zahlungsfähigkeit
solvência,Zahlungsfähigkeit
insolvente,zahlungsunfähig
insolvência,Zahlungsunfähigkeit
custeio,Zahlung
pagamento,Zahlung
paga,Zahlung
remuneração,Zahlung
numeral,Zahlwort
número,Zahl
algarismo,Zahl
domesticado,zahm
manso,zahm
dental,Zahn-
dentista,Zahnarzt
gengivite,Zahnfleischentzündung
gengiva,Zahnfleisch
obturação,Zahnfüllung
banguela,zahnlos
banguelo,zahnlos
desdentado,zahnlos
edêntulo,zahnlos
odontologia,Zahnmedizin
dentífrico,Zahnpasta
tártaro,Zahnstein
palito,Zahnstocher
dente,Zahn
dentista,Zahnärztin
lucioperca,Zander
fórceps,Zange
pinça,Zange
tenaz,Zange
torquês,Zange
alicate,Zange
brigar,zanken
discutir,zanken
ralhar,zanken
debater-se,zappeln
espernear,zappeln
estrebuchar,zappeln
mexer-se,zappeln
Zaratustra,Zarathustra
caixilho,Zarge
czarina,Zarin
carinhoso,zart
delgado,zart
delicado,zart
fino,zart
frágil,zart
delicadeza,Zartheit
ternura,Zartheit
suave,zart
tenríssimo,zart
tenro,zart
czar,Zar
encantamento,Zauberei
ilusionismo,Zauberei
macumba,Zauberei
magia,Zauberei
bruxaria,Zauberei
bruxo,Zauberer
feiticeiro,Zauberer
mago,Zauberer
mágico,Zauberer
prestidigitador,Zauberer
encantador,zauberhaft
mágico,zauberhaft
encantador,zauberisch
magicamente,zauberisch
mágico,zauberisch
poder,Zauberkraft
ilusionismo,Zauberkunst
magia,Zauberkunst
mago,Zauberkünstler
mágico,Zauberkünstler
encantar,zaubern
enfeitiçar,zaubern
ilusionismo,Zaubern
magia,Zauber
encanto,Zauber
fascínio,Zauber
truque,Zauber
feitiço,Zauber
procrastinador,Zauderer
brida,Zaum
rédea,Zaum
espectador,Zaungast
aramado,Zaun
barreira,Zaun
cercado,Zaun
cerca,Zaun
sebe,Zaun
tapume,Zaun
vedação,Zaun
alambrado,Zaun
passadeira,Zebrastreifen
zebra,Zebra
mina,Zeche
carrapato,Zecke
carraça,Zecke
cedro,Zeder
dez,zehn
decágono,Zehneck
decatlo,Zehnkampf
décimo,zehnte
décimo,Zehntel
dízimo,Zehnte
dízimo,Zehnt
consumir,zehren
simbolicamente,zeichenhaft
simbólico,zeichenhaft
pontuação,Zeichensetzung
sinal,Zeichen
sintoma,Zeichen
anotar,zeichnen
assinalar,zeichnen
assinar,zeichnen
delinear,zeichnen
desenhar,zeichnen
marcar,zeichnen
subscrever,zeichnen
traçar,zeichnen
gráfico,zeichnerisch
desenho,Zeichnung
apontar,zeigen
exteriorizar,zeigen
indicar,zeigen
mostrar,zeigen
revelar,zeigen
indicador,Zeiger
ponteiro,Zeiger
linha,Zeile
era,Zeitabschnitt
idade,Zeitabschnitt
época,Zeitabschnitt
era,Zeitalter
idade,Zeitalter
século,Zeitalter
época,Zeitalter
tempo,Zeitangabe
período,Zeitdauer
contrarrelógio,Zeitfahren
atualizado,zeitgemäß
moderno,zeitgemäß
contemporâneo,Zeitgenosse
coetâneo,zeitgenössisch
coevo,zeitgenössisch
contemporaneamente,zeitgenössisch
contemporâneo,zeitgenössisch
simultaneamente,zeitgleich
simultâneo,zeitgleich
cedo,zeitig
temporal,zeitlich
retardador,Zeitlupe
cronograma,Zeitplan
horário,Zeitplan
altura,Zeitpunkt
era,Zeitraum
período,Zeitraum
época,Zeitraum
calendário,Zeitrechnung
jornaleiro,Zeitschriftenladen
revista,Zeitschrift
intervalo,Zeitspanne
lapso,Zeitspanne
época,Zeitspanne
boato,Zeitungsente
jornal,Zeitung
passatempo,Zeitvertreib
atraso,Zeitverzögerung
esporádico,zeitweilig
intermitente,zeitweilig
ocasional,zeitweilig
temporário,zeitweilig
ocasionalmente,zeitweise
verbo,Zeitwort
era,Zeit
temporada,Zeit
tempo,Zeit
célula,Zelle
citoplasma,Zellplasma
celulose,Zellstoff
celulose,Zellulose
celular,zellulär
zelota,Zelot
zelote,Zelot
acampar,zelten
acampamento,Zelten
acampamento,Zeltlager
acampamento,Zeltplatz
barraca,Zelt
lona,Zelt
pavilhão,Zelt
tenda,Zelt
cimento,Zement
apogeu,Zenit
auge,Zenit
zênite,Zenit
censura,Zensur
censo,Zensus
centi-,Zenti-
centímetro,Zentimeter
quintal,Zentner
central,zentral
centro-africano,zentralafrikanisch
núcleo,Zentralbereich
central,Zentrale
centralização,Zentralisation
centralizar,zentralisieren
centralizado,zentralisiert
centralização,Zentralisierung
centralismo,Zentralismus
centralização,Zentrierung
centríolo,Zentriol
centroide,Zentroid
centro,Zentrum
polo,Zentrum
dirigível,Zeppelin
zepelim,Zeppelin
cetro,Zepter
zepto-,Zepto-
Cérbero,Zerberus
partir,zerbrechen
despedaçar,zerbrechen
delicado,zerbrechlich
frágil,zerbrechlich
quebradiço,zerbrechlich
partido,zerbrochen
quebrado,zerbrochen
esmagar,zerdrücken
cerebral,zerebral
cerebralmente,zerebral
cerimonial,zeremoniell
cerimonialmente,zeremoniell
cerimónia,Zeremonie
cerimônia,Zeremonie
disperso,zerfahren
desintegrar,zerfallen
desmoronar,zerfallen
decadência,Zerfall
decomposição,Zerfall
desintegração,Zerfall
ruína,Zerfall
queda,Zerfall
dilacerar,zerfetzen
dilacerar,zerfleischen
comer,zerfressen
desfazer-se,zergehen
moer,zerhacken
mastigar,zerkauen
esmiuçar,zerkleinern
triturar,zerkleinern
amarrotar,zerknautschen
amassado,zerknittert
arranhar,zerkratzen
esfolar,zerkratzen
desmontável,zerlegbar
analisar,zerlegen
decompor,zerlegen
desmontar,zerlegen
decomposição,Zerlegung
desgastante,zermürbend
arrebentar,zerplatzen lassen
lacerar,zerreiben
pulverizar,zerreiben
triturar,zerreiben
despedaçar,zerreißen
dilacerar,zerreißen
rasgar,zerreißen
romper,zerreißen
arrastar,zerren
puxar,zerren
distender,zerren
rasgado,zerrissen
roto,zerrissen
torção,Zerrung
espatifar,zerschellen
despedaçar,zerschlagen
destroçar,zerschlagen
escacar,zerschlagen
quebrar,zerschlagen
espatifar,zerschlagen
cortado,zerschnitten
corrosão,Zersetzung
corrupção,Zersetzung
decomposição,Zersetzung
usinagem,Zerspanung
estilhaçamento,Zersplitterung
fragmentação,Zersplitterung
rachar,zerspringen
dispersar,zerstreuen
distrair,zerstreuen
divertir,zerstreuen
abstraído,zerstreut
esporádico,zerstreut
alheamento,Zerstreutheit
distração,Zerstreutheit
distraído,zerstreut
zangado,zerstritten
assolar,zerstören
destruir,zerstören
contratorpedeiro,Zerstörer
destruidor,Zerstörer
demolição,Zerstörung
destroço,Zerstörung
destruição,Zerstörung
afatiar,zerstückeln
certificação,Zertifikation
certificado,Zertifikat
diploma,Zertifikat
certificação,Zertifizierung
pisar,zertrampeln
separar,zertrennen
despedaçar,zertrümmern
destroçar,zertrümmern
destruir,zertrümmern
esmagar,zertrümmern
partir,zertrümmern
quebrar,zertrümmern
espatifar,zertrümmern
destruído,zertrümmert
cervical,zervikal
arrepiar,zerzausen
cério,Zer
zeta,Zeta
zetta-,Zetta-
urdidura,Zetteln
urdideira,Zettelrahmen
papelinho,Zettel
talão,Zettel
bilhete,Zettel
criar,zeugen
gerar,zeugen
testemunhar,zeugen
testemunha,Zeuge
zeugma,Zeugma
atestado,Zeugnis
boletim,Zeugnis
certidão,Zeugnis
certificado,Zeugnis
sinal,Zeugnis
testemunho,Zeugnis
fertilidade,Zeugungsfähigkeit
geração,Zeugung
troço,Zeug
Zeus,Zeus
almiscareiro,Zibetkatze
cibório,Ziborium
chicória,Zichorie
tijolo,Ziegelstein
telha,Ziegel
tijolo,Ziegel
cabreiro,Ziegenhirt
cabra,Ziege
puxar,ziehen
criar,ziehen
migrar,ziehen
concertina,Ziehharmonika
sorteio,Ziehung
público-alvo,Zielgruppe
alvo,Zielscheibe
finalidade,Zielsetzung
objetivo,Zielsetzung
determinado,zielstrebig
objetivo,Zielvorgabe
objetivo,Zielvorstellung
alvo,Ziel
cabo,Ziel
extremidade,Ziel
fim,Ziel
finalidade,Ziel
meta,Ziel
objectivo,Ziel
objetivo,Ziel
termo,Ziel
bastante,ziemlich
ornamental,Zier-
enfeite,Zierde
ornamento,Zierde
calota,Zierkappe
algarismo,Ziffer
dígito,Ziffer
isqueiro,Zigarettenanzünder
mortalha,Zigarettenpapier
cigarro,Zigarette
cigarrilha,Zigarillo
charuto,Zigarre
cigano,Zigeuner
cigarra,Zikade
telhado,Zimmerdecke
teto,Zimmerdecke
carpinteiro,Zimmermann
camareira,Zimmermädchen
assoalhada,Zimmer
cómodo,Zimmer
cômodo,Zimmer
quarto,Zimmer
sala,Zimmer
dengoso,zimperlich
caneleira,Zimtbaum
canela,Zimtstange
canela,Zimt
zinco,Zink
estanho,Zinn
interesse,Zins
juro,Zins
sionismo,Zionismus
sionista,Zionistin
sionista,zionistisch
sionista,Zionist
zircónio,Zirconium
zircônio,Zirconium
aproximadamente,zirka
circular,zirkelhaft
compasso,Zirkel
zircónio,Zirkonium
zircônio,Zirkonium
zircão,Zirkon
circulação,Zirkulation
circular,zirkulieren
circo,Zirkus
circuito,Zirkus
cirrose,Zirrhose
Desparece!,Zisch ab!
cochichar,zischen
sussurrar,zischen
sibilante,Zischlaut
cidadela,Zitadelle
citação,Zitat
citar,zitieren
citação,Zitierung
limoeiro,Zitronenbaum
capim-cidrão,Zitronengras
capim-limão,Zitronengras
erva-príncipe,Zitronengras
erva-cidreira,Zitronenmelisse
espremedor,Zitronenpresse
limão,Zitrone
estremecer,zittern
tremelicar,zittern
tremer,zittern
tremor,Zittern
torpedo,Zitterrochen
teta,Zitze
civilização,Zivilisation
civilizar,zivilisieren
civil,Zivilist
camareira,Zofe
alfândega,Zollamt
aduaneiro,Zollbeamter
alfândega,Zoll
imposto,Zoll
polegada,Zoll
zombie,Zombie
zumbi,Zombie
zona,Zone
zoólogo,Zoologe
zoologia,Zoologie
zoóloga,Zoologin
zoológico,zoologisch
zoonose,Zoonose
trança,Zopf
enfurecido,zornig
furioso,zornig
irado,zornig
puto,zornig
enfurecer-se,zornig werden
zangado,zornig
cólera,Zorn
fúria,Zorn
ira,Zorn
paixão,Zorn
raiva,Zorn
zoroastrismo,Zoroastrismus
zouk,Zouk
jantar,zu Abend essen
extra,Zubehör
equipamento,Zubehör
preparar,zubereiten
preparação,Zubereitung
abobrinha,Zucchini
curgete,Zucchini
champignon,Zuchtchampignon
penitenciária,Zuchthaus
garanhão,Zuchthengst
indisciplinado,zuchtlos
desregradamente,zuchtlos
indisciplinadamente,zuchtlos
criação,Zucht
cultura,Zucht
raça,Zucht
contrair-se,zucken
estremecer,zucken
palpitar,zucken
tremular,zucken
açucareiro,Zuckerdose
diabete,Zuckerkrankheit
melão,Zuckermelone
canavial,Zuckerrohrplantage
cachaça,Zuckerrohrschnaps
cana-de-açúcar,Zuckerrohr
algodão-doce,Zuckerwatte
açúcar,Zucker
convulsão,Zuckung
demais,zu
demasiadamente,zu
demasiado,zu
ademais,zudem
correlacionar,zueinander in Beziehung bringen
terminar,zu Ende führen
acabar,zu Ende gehen
encerrar-se,zu Ende gehen
esgotar,zu Ende gehen
expirar,zu Ende gehen
terminar,zu Ende gehen
inicialmente,zuerst
primeiramente,zuerst
primeiro,zuerst
entrada,Zufahrt
caber,zufallen
fechar-se,zufallen
acaso,Zufall
acidente,Zufall
coincidência,Zufall
refúgio,Zuflucht
conforme,zufolge
segundo,zufolge
contente,zufrieden
feliz,zufrieden
contentamento,Zufriedenheit
satisfação,Zufriedenheit
regalado,zufrieden
satisfeito,zufrieden
satisfazer,zufrieden stellen
abastecimento,Zufuhr
entrada,Zufuhr
transporte,Zufuhr
acidentalmente,zufällig
acidental,zufällig
aleatório,zufällig
casual,zufällig
casualmente,zufällig
acaso,Zufälligkeit
casualidade,Zufälligkeit
ocasional,zufällig
porventura,zufällig
aditar,zufügen
acrescentar,zufügen
causar,zufügen
infligir,zufügen
provocar,zufügen
acesso,Zugang
admitir,zugeben
acrescentar,zugeben
admitido,zugegeben
acessado,zugegriffen
apropriado,zugehörig
correspondente,zugehörig
filiação,Zugehörigkeit
pertencimento,Zugehörigkeit
respectivo,zugehörig
acreditado,zugelassen
admitido,zugelassen
aprovado,zugelassen
autorizado,zugelassen
deixado,zugelassen
licenciado,zugelassen
permitido,zugelassen
registrado,zugelassen
regularizado,zugelassen
tolerado,zugelassen
conceder,zugestehen
entregue,zugestellt
juntamente,zugleich
simultaneamente,zugleich
enterrar,zu Grabe tragen
sepultar,zu Grabe tragen
agarrar,zugreifen
vagão-restaurante,Zugrestaurant
acesso,Zugriff
perecer,zugrunde gehen
observar,zugucken
coluna,Zug
comboio,Zug
pelotão,Zug
trem,Zug
acessível,zugänglich
acessibilidade,Zugänglichkeit
casa,Zuhause
lar,Zuhause
alcoviteiro,Zuhälter
azeiteiro,Zuhälter
cafetão,Zuhälter
chulo,Zuhälter
cáften,Zuhälter
intermediário,Zuhälter
proxeneta,Zuhälter
rufia,Zuhälter
rufião,Zuhälter
escutar,zuhören
ouvir,zuhören
ouvinte,Zuhörer
fechar,zuklappen
abotoar,zuknöpfen
sustentável,zukunftsfähig
futuro,Zukunft
futuro,zukünftig
prospectivo,zukünftig
vindouro,zukünftig
vestibular,Zulassungsprüfung
aprovação,Zulassung
autorização,Zulassung
licença,Zulassung
permissão,Zulassung
registro,Zulassung
acrescentar,zulegen
aumentar,zulegen
finalmente,zuletzt
fornecedor,Zulieferer
aceitável,zulässig
admissível,zulässig
admissibilidade,Zulässigkeit
permissibilidade,Zulässigkeit
tolerável,zulässig
fechar,zumachen
particularmente,zumal
emparedar,zumauern
exteriorizar,zum Ausdruck bringen
verbalizar,zum Ausdruck bringen
almoçar,zu Mittag essen
finalmente,zum Schluss
muito,zu
